,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_type,Vehicle_type,Temperature,Humidity,Weather,Traffic,Distance (km),Target
5158,BDCE,BANGRES04DEL03,33.0,3.8,12.98041,77.640489,13.07041,77.730489,Meal ,motorcycle ,22.14,74.0,haze,High,26.2,35.2
5159,2664,HYDRES16DEL02,34.0,4.9,17.440827,78.393391,17.460827,78.413391,Meal ,motorcycle ,23.9,57.0,haze,Low,4.87,19.36666667
5160,E273,KOLRES05DEL01,26.0,4.6,22.527893,88.368628,22.637893,88.478628,Drinks ,motorcycle ,27.97,65.0,haze,Very High,23.56,57.6
5161,8352,INDORES13DEL03,38.0,4.4,22.745049,75.892471,22.805049,75.952471,Drinks ,motorcycle ,23.16,60.0,haze,Moderate,13.4,36.05
5162,58EB,HYDRES12DEL03,20.0,4.8,17.429585,78.392621,17.459585,78.422621,Snack ,scooter ,23.88,57.0,haze,Moderate,8.18,31.58333333
5163,6244,COIMBRES05DEL03,22.0,4.1,11.022169,76.999594,11.112169,77.089594,Snack ,motorcycle ,26.11,65.0,haze,High,17.69,38.73333333
5164,95BC,JAPRES02DEL02,35.0,4.7,26.914142,75.805704,26.994142,75.885704,Snack ,scooter ,23.97,28.0,clear sky,High,15.0,36.7
5165,1972,CHENRES07DEL01,27.0,4.1,13.081878,80.248519,13.091878,80.258519,Meal ,motorcycle ,28.39,81.0,mist,Very Low,2.57,13.78333333
5166,B480,CHENRES09DEL01,28.0,4.9,13.044694,80.26147,13.084694,80.30147,Snack ,motorcycle ,28.49,81.0,mist,Moderate,9.27,33.36666667
5167,B39,JAPRES11DEL02,36.0,4.8,26.90294,75.793007,26.95294,75.843007,Buffet ,motorcycle ,23.77,46.0,haze,Moderate,9.53,24.91666667
5168,121D,JAPRES07DEL01,32.0,4.7,26.766536,75.837333,26.836536,75.907333,Buffet ,motorcycle ,24.18,46.0,haze,High,15.66,34.61666667
5169,4F2,JAPRES08DEL01,50.0,6.0,-26.910262,-75.783013,27.020262,75.893013,Drinks ,scooter ,23.9,28.0,clear sky,High,13.4,37.36890124057123
5170,9AD2,RANCHIRES17DEL03,36.0,4.3,23.374878,85.335739,23.464878,85.425739,Snack ,motorcycle ,21.21,78.0,mist,High,17.3,44.11666667
5171,A6DD,MYSRES18DEL02,36.0,4.7,12.337928,76.617889,12.357928,76.637889,Snack ,scooter ,20.7,66.0,clear sky,Low,4.48,15.9
5172,7B46,RANCHIRES06DEL01,23.0,4.9,23.357804,85.325146,23.397804,85.365146,Buffet ,motorcycle ,21.05,78.0,mist,Low,8.21,24.08333333
5173,A223,JAPRES13DEL03,28.0,5.0,26.846156,75.8023,26.936156,75.8923,Drinks ,motorcycle ,24.02,46.0,haze,High,18.91,47.16666667
5174,742B,PUNERES02DEL01,27.0,4.7,18.55144,73.804855,18.59144,73.844855,Buffet ,motorcycle ,22.86,49.0,clear sky,Moderate,8.58,26.48333333
5175,9AA4,VADRES19DEL02,26.0,4.6,22.311844,73.165081,22.361844,73.215081,Buffet ,motorcycle ,26.01,57.0,haze,Moderate,11.75,26.61666667
5176,5211,RANCHIRES18DEL01,35.0,4.7,23.351489,85.324253,23.391489,85.364253,Buffet ,motorcycle ,21.03,78.0,mist,Low,7.64,23.46666667
5177,5B8E,MUMRES01DEL02,24.0,4.5,19.12663,72.829976,19.14663,72.849976,Drinks ,motorcycle ,28.99,54.0,smoke,Low,4.39,34.2
5178,6AF7,JAPRES08DEL01,35.0,4.0,26.910262,75.783013,26.980262,75.853013,Buffet ,motorcycle ,23.29,46.0,haze,Moderate,14.53,31.51666667
5179,8418,PUNERES02DEL02,25.0,4.9,18.55144,73.804855,18.57144,73.824855,Buffet ,electric_scooter ,22.68,50.0,clear sky,Low,4.42,16.68333333
5180,AC8E,PUNERES16DEL01,35.0,4.3,18.536718,73.830327,18.576718,73.870328,Drinks ,motorcycle ,22.86,49.0,clear sky,Moderate,10.18,35.33333333
5181,6.50E+04,MUMRES09DEL01,35.0,4.7,18.994049,72.825203,19.064049,72.895203,Meal ,motorcycle ,29.01,54.0,smoke,Moderate,12.12,33.35
5182,CB6E,DEHRES06DEL03,20.0,4.6,30.361281,78.068022,30.391281,78.098022,Snack ,motorcycle ,16.05,79.0,clear sky,Low,5.07,16.2
5183,B408,HYDRES19DEL03,38.0,3.7,17.458998,78.500366,17.548998,78.590366,Snack ,scooter ,23.74,57.0,haze,High,22.23,38.96666667
5184,18AD,INDORES11DEL03,38.0,4.8,22.751234,75.88949,22.841234,75.97949,Drinks ,scooter ,23.22,44.0,clear sky,High,19.6,46.3
5185,C5C7,ALHRES19DEL03,29.0,4.9,25.457116,81.859682,25.547116,81.949682,Drinks ,scooter ,25.06,44.0,clear sky,High,29.05,49.48333333
5186,99EC,VADRES05DEL01,28.0,5.0,22.310526,73.170937,22.380526,73.240937,Buffet ,motorcycle ,25.99,57.0,haze,Moderate,14.01,33.71666667
5187,BBC9,PUNERES06DEL03,39.0,4.7,18.546258,73.904337,18.636258,73.994337,Drinks ,motorcycle ,23.46,47.0,clear sky,Very High,26.96,62.03333333
5188,4DD0,COIMBRES12DEL01,30.0,5.0,11.000762,76.981876,11.110762,77.091876,Snack ,scooter ,26.11,65.0,haze,High,21.09,46.63333333
5189,B53A,CHENRES14DEL03,29.0,4.7,13.026279,80.174568,13.056279,80.204568,Drinks ,scooter ,28.36,81.0,mist,Moderate,6.51,34.11666667
5190,5FB6,INDORES16DEL03,30.0,5.0,22.744648,75.894377,22.804648,75.954377,Buffet ,scooter ,23.17,60.0,haze,Moderate,13.86,30.2
5191,1465,COIMBRES19DEL03,21.0,4.6,11.022298,76.998349,11.052298,77.028349,Meal ,motorcycle ,25.88,65.0,haze,Low,7.51,19.61666667
5192,1654,HYDRES03DEL02,20.0,4.8,17.422819,78.449578,17.472819,78.499578,Meal ,electric_scooter ,23.9,57.0,haze,Moderate,11.17,25.15
5193,62DB,PUNERES04DEL01,21.0,5.0,18.51421,73.838429,18.52421,73.848429,Meal ,scooter ,22.92,49.0,clear sky,Very Low,2.06,7.55
5194,5EC0,VADRES16DEL03,34.0,4.9,16.89756628544272,70.17459636928464,0.03,0.03,Drinks ,motorcycle ,26.27,82.0,light rain,High,13.4,33.36666667
5195,A1BE,JAPRES07DEL03,24.0,4.8,26.766536,75.837333,26.906536,75.977333,Snack ,scooter ,24.07,46.0,haze,Very High,38.54,52.75
5196,1948,SURRES08DEL03,29.0,4.0,21.173343,72.792731,21.233343,72.852731,Buffet ,motorcycle ,24.94,73.0,mist,Moderate,11.3,30.53333333
5197,3CFF,CHENRES09DEL03,29.0,4.7,13.044694,80.26147,13.134694,80.35147,Meal ,scooter ,28.47,82.0,overcast clouds,Very High,19.23,58.76666667
5198,6881,SURRES02DEL02,26.0,4.7,21.186608,72.794136,21.206608,72.814136,Buffet ,motorcycle ,25.01,73.0,mist,Very Low,3.42,12.96666667
5199,7D96,COIMBRES06DEL03,26.0,4.0,11.021278,76.995017,11.111278,77.085017,Meal ,motorcycle ,26.11,65.0,haze,High,17.58,35.9
5200,A317,COIMBRES15DEL02,25.0,4.1,11.006686,76.951736,11.026686,76.971736,Meal ,motorcycle ,25.87,65.0,haze,Low,4.64,16.2
5201,AB9E,VADRES14DEL02,33.0,4.8,22.311603,73.165012,22.331603,73.185012,Snack ,motorcycle ,26.0,57.0,haze,Low,5.53,17.53333333
5202,B60,MUMRES010DEL03,27.0,4.6,19.003517,72.82765,19.033517,72.85765,Buffet ,motorcycle ,29.0,54.0,smoke,Moderate,8.14,30.31666667
5203,A861,VADRES19DEL01,22.0,4.9,22.311844,73.165081,22.381844,73.235081,Buffet ,scooter ,25.99,57.0,haze,Moderate,13.87,29.46666667
5204,22D5,COIMBRES01DEL02,30.0,4.4,11.016298,76.972076,11.146298,77.102076,Snack ,scooter ,26.24,65.0,haze,Very High,24.84,54.08333333
5205,5D3F,PUNERES18DEL02,31.0,4.6,18.593481,73.785901,18.643481,73.835901,Meal ,scooter ,22.44,50.0,clear sky,Moderate,9.99,21.33333333
5206,91F2,MYSRES12DEL03,28.0,4.9,12.284747,76.625861,12.344747,76.685861,Meal ,motorcycle ,20.61,67.0,clear sky,Moderate,14.61,28.45
5207,5DAF,INDORES02DEL02,20.0,4.9,22.651847,75.881991,22.701847,75.931991,Drinks ,scooter ,22.97,60.0,haze,Moderate,11.52,31.36666667
5208,C7B2,DEHRES08DEL03,35.0,4.1,30.359722,78.067079,30.449722,78.157079,Buffet ,motorcycle ,11.16,87.0,clear sky,Very High,25.3,64.5
5209,70EF,INDORES12DEL01,31.0,5.0,22.74806,75.8934,22.75806,75.9034,Buffet ,scooter ,23.08,60.0,haze,Very Low,1.97,11.81666667
5210,A167,SURRES05DEL02,22.0,4.8,21.175104,72.804342,21.225104,72.854342,Drinks ,motorcycle ,24.94,73.0,mist,Moderate,9.53,35.26666667
5211,2BA6,PUNERES16DEL03,29.0,4.6,18.536718,73.830327,18.566719,73.860327,Buffet ,motorcycle ,22.94,49.0,clear sky,Low,7.5,22.6
5212,81AD,INDORES02DEL01,37.0,5.0,22.651847,75.881991,22.721847,75.951991,Snack ,motorcycle ,23.07,60.0,haze,High,16.29,36.63333333
5213,2B2A,SURRES09DEL03,33.0,4.7,21.175975,72.795503,21.205975,72.825503,Meal ,scooter ,24.92,73.0,mist,Low,6.42,18.86666667
5214,A962,JAPRES02DEL01,39.0,4.9,26.914142,75.805704,26.984142,75.875704,Meal ,scooter ,23.83,46.0,haze,Moderate,13.36,25.91666667
5215,DA07,AGRRES010DEL03,33.0,4.9,27.163303,78.057044,27.193303,78.087044,Drinks ,electric_scooter ,25.95,37.0,clear sky,High,7.93,44.66666667
5216,A8BE,HYDRES15DEL03,32.0,4.3,17.45971,78.368855,17.48971,78.398855,Buffet ,motorcycle ,23.73,57.0,haze,Low,6.97,19.98333333
5217,4F6,COIMBRES14DEL01,29.0,4.6,-11.003681,-76.975525,11.073681,77.045525,Meal ,bicycle ,26.03,65.0,haze,High,13.4,37.372851859160996
5218,5C96,MUMRES09DEL01,39.0,4.9,18.994049,72.825203,19.004049,72.835203,Buffet ,scooter ,28.97,54.0,smoke,Low,2.98,18.91666667
5219,99FD,INDORES12DEL03,25.0,4.9,22.74806,75.8934,22.83806,75.9834,Meal ,electric_scooter ,23.22,44.0,clear sky,High,18.76,36.03333333
5220,7D22,SURRES13DEL02,26.0,5.0,21.170096,72.789122,21.250096,72.869122,Buffet ,motorcycle ,24.94,43.0,clear sky,High,15.72,35.03333333
5221,684A,PUNERES01DEL02,39.0,4.3,18.569156,73.774723,18.619156,73.824723,Drinks ,motorcycle ,22.46,50.0,clear sky,High,14.01,44.0
5222,88B7,MYSRES12DEL02,21.0,4.9,12.284747,76.625861,12.364747,76.705861,Snack ,scooter ,20.81,67.0,clear sky,Very High,18.25,50.15
5223,AEE0,PUNERES13DEL02,32.0,4.9,18.56245,73.916619,18.58245,73.936619,Drinks ,electric_scooter ,22.96,48.0,clear sky,Moderate,7.29,30.28333333
5224,8EA7,CHENRES09DEL03,35.0,4.9,13.044694,80.26147,13.104694,80.32147,Snack ,motorcycle ,28.48,82.0,overcast clouds,Very High,17.27,57.41666667
5225,3B85,PUNERES05DEL03,25.0,4.6,18.543626,73.905101,18.603626,73.965101,Drinks ,motorcycle ,23.03,48.0,clear sky,High,15.58,44.8
5226,C30B,DEHRES17DEL02,35.0,4.7,30.327968,78.046106,30.407968,78.126106,Buffet ,scooter ,12.02,84.0,clear sky,Very High,20.17,64.01666667
5227,A741,CHENRES01DEL02,33.0,4.8,13.005801,80.250744,13.055801,80.300744,Snack ,motorcycle ,28.54,81.0,mist,Moderate,9.26,31.83333333
5228,E245,GOARES02DEL02,24.0,4.9,15.585658,73.743606,15.715658,73.873606,Buffet ,motorcycle ,28.34,66.0,scattered clouds,High,27.83,43.51666667
5229,B5A3,COIMBRES14DEL02,20.0,5.0,11.003681,76.975525,11.053681,77.025525,Meal ,electric_scooter ,25.88,65.0,haze,Moderate,10.5,29.56666667
5230,BD13,RANCHIRES14DEL03,34.0,4.8,16.89756628544272,70.17459636928464,0.09,0.09,Snack ,scooter ,26.4,81.0,light rain,High,13.4,33.36666667
5231,7CB0,BANGRES05DEL01,36.0,5.0,12.970324,77.645748,13.010324,77.685748,Meal ,motorcycle ,22.83,74.0,haze,Low,9.77,20.3
5232,7F1A,SURRES13DEL02,23.0,4.8,21.170096,72.789122,21.220096,72.839122,Meal ,motorcycle ,24.92,73.0,mist,Low,10.18,23.98333333
5233,94CC,CHENRES16DEL02,20.0,2.7,13.049645,80.242268,13.179645,80.372268,Meal ,scooter ,28.45,86.0,overcast clouds,Very High,29.98,67.15
5234,DE35,KOLRES01DEL03,34.0,4.8,22.514688,88.393294,22.574688,88.453294,Drinks ,scooter ,28.02,65.0,haze,Moderate,15.3,39.4
5235,6D60,MUMRES14DEL02,21.0,4.1,19.1813,72.836191,19.3113,72.966191,Drinks ,scooter ,29.05,52.0,clear sky,Very High,41.2,101.1333333
5236,C84A,AURGRES19DEL02,28.0,4.7,19.866969,75.318894,19.886969,75.338894,Meal ,scooter ,21.99,60.0,haze,Low,4.95,16.38333333
5237,1D1F,INDORES17DEL01,28.0,4.7,22.761226,75.887522,22.871226,75.997522,Buffet ,motorcycle ,23.32,43.0,clear sky,High,25.48,47.8
5238,3842,RANCHIRES06DEL01,25.0,4.4,23.357804,85.325146,23.427804,85.395146,Snack ,scooter ,21.25,78.0,mist,High,23.65,52.81666667
5239,B6B,CHENRES09DEL02,29.0,4.8,13.044694,80.26147,13.174694,80.39147,Meal ,motorcycle ,28.46,75.0,overcast clouds,Very High,28.49,67.26666667
5240,30DE,BANGRES01DEL01,37.0,4.5,12.933284,77.615428,13.043284,77.725428,Meal ,scooter ,22.54,74.0,haze,Very High,22.79,52.13333333
5241,6506,SURRES12DEL02,29.0,5.0,21.183434,72.814492,21.233434,72.864492,Drinks ,electric_scooter ,24.95,73.0,mist,Moderate,11.01,37.06666667
5242,3.10E+09,INDORES08DEL03,26.0,5.0,22.725748,75.898497,22.755747,75.928497,Drinks ,motorcycle ,23.03,60.0,haze,Low,6.41,28.31666667
5243,2D7A,CHENRES14DEL02,29.0,5.0,13.026279,80.174568,13.156279,80.304568,Drinks ,motorcycle ,28.36,81.0,overcast clouds,Very High,37.93,65.0
5244,57A9,PUNERES14DEL03,36.0,4.7,18.516216,73.842527,18.546216,73.872527,Buffet ,motorcycle ,22.94,49.0,clear sky,Low,6.03,19.9
5245,99FE,CHENRES07DEL01,24.0,4.6,13.081878,80.248519,13.121878,80.288519,Snack ,scooter ,28.38,81.0,mist,Moderate,9.03,33.21666667
5246,4B77,INDORES14DEL02,32.0,4.7,22.761593,75.886362,22.811593,75.936362,Drinks ,motorcycle ,23.16,60.0,haze,Moderate,10.95,32.23333333
5247,6FAE,INDORES17DEL03,25.0,4.8,22.761226,75.887522,22.791226,75.917522,Drinks ,scooter ,23.16,60.0,haze,Moderate,7.01,31.23333333
5248,7975,JAPRES08DEL02,36.0,4.9,26.910262,75.783013,27.040262,75.913013,Meal ,electric_scooter ,23.88,29.0,clear sky,High,25.29,43.78333333
5249,A6E0,VADRES05DEL01,39.0,4.7,22.310526,73.170937,22.320526,73.180937,Drinks ,scooter ,26.01,57.0,haze,Very Low,2.39,18.46666667
5250,9.00E+95,BANGRES09DEL01,31.0,4.0,12.934179,77.615797,13.044179,77.725797,Drinks ,motorcycle ,22.54,74.0,haze,Very High,22.53,59.98333333
5251,13F5,PUNERES08DEL01,34.0,4.9,18.53408,73.89852,18.57408,73.93852,Buffet ,motorcycle ,22.96,48.0,clear sky,Moderate,8.28,25.81666667
5252,3D6B,MUMRES19DEL02,27.0,4.9,19.131141,72.813074,19.181141,72.863074,Snack ,scooter ,28.81,54.0,smoke,High,14.37,46.15
5253,B454,HYDRES02DEL02,21.0,4.6,17.41233,78.449654,17.43233,78.469654,Drinks ,motorcycle ,24.16,57.0,haze,Moderate,8.2,31.76666667
5254,95C0,PUNERES11DEL01,25.0,4.2,18.533811,73.899315,18.543811,73.909315,Snack ,motorcycle ,23.1,49.0,clear sky,Very Low,2.3,13.58333333
5255,5CBB,MYSRES18DEL01,37.0,4.4,12.337928,76.617889,12.407928,76.687889,Drinks ,scooter ,20.8,67.0,clear sky,Low,14.28,27.9
5256,23FD,MUMRES14DEL03,28.0,4.3,19.1813,72.836191,19.2113,72.866191,Meal ,motorcycle ,28.91,54.0,smoke,Moderate,6.86,26.33333333
5257,80C7,SURRES16DEL01,25.0,4.1,21.160437,72.774209,21.270437,72.884209,Buffet ,motorcycle ,24.92,43.0,clear sky,Very High,24.59,48.0
5258,8786,VADRES16DEL02,39.0,4.7,16.89756628544272,70.17459636928464,0.13,0.13,Drinks ,motorcycle ,26.48,81.0,light rain,High,13.4,33.36666667
5259,8341,HYDRES010DEL02,21.0,4.9,17.428294,78.404423,17.448294,78.424423,Snack ,electric_scooter ,23.8,57.0,haze,Low,5.78,23.76666667
5260,A130,MUMRES06DEL01,22.0,4.3,19.055831,72.833984,19.125831,72.903984,Buffet ,electric_scooter ,28.84,54.0,smoke,High,19.61,46.48333333
5261,C522,LUDHRES17DEL03,34.0,3.6,30.893384,75.821202,31.033384,75.961202,Snack ,scooter ,23.37,39.0,clear sky,Very High,43.47,58.26666667
5262,244C,VADRES01DEL03,23.0,4.7,22.307898,73.167788,22.367898,73.227788,Meal ,scooter ,26.01,57.0,haze,Moderate,13.47,29.9
5263,C261,KNPRES12DEL01,39.0,4.4,26.492106,80.327797,26.602106,80.437797,Snack ,scooter ,23.04,42.0,clear sky,Very High,27.53,58.96666667
5264,90F4,PUNERES16DEL02,31.0,4.8,18.536718,73.830327,18.666719,73.960327,Meal ,motorcycle ,22.91,48.0,clear sky,Very High,28.81,63.35
5265,8.00E+79,CHENRES01DEL01,33.0,4.6,13.005801,80.250744,13.045801,80.290744,Drinks ,motorcycle ,28.56,81.0,mist,Low,7.78,30.36666667
5266,72DD,JAPRES19DEL02,27.0,4.8,26.913726,75.75282,27.043726,75.88282,Buffet ,motorcycle ,23.8,28.0,clear sky,Very High,26.65,53.31666667
5267,1D0C,SURRES12DEL03,38.0,4.9,21.183434,72.814492,21.273434,72.904492,Buffet ,motorcycle ,24.91,42.0,clear sky,High,17.3,37.55
5268,C44C,BHPRES08DEL02,27.0,4.9,23.232537,77.429845,23.312537,77.509845,Snack ,motorcycle ,21.94,43.0,clear sky,High,20.99,44.88333333
5269,2420,RANCHIRES03DEL01,27.0,4.6,16.89756628544272,70.17459636928464,0.11,0.11,Meal ,motorcycle ,26.44,81.0,light rain,High,13.4,33.36666667
5270,CB2E,BHPRES20DEL02,22.0,4.8,23.235123,77.398886,23.285123,77.448886,Meal ,scooter ,22.46,42.0,clear sky,High,12.2,31.41666667
5271,1401,HYDRES06DEL03,38.0,4.8,17.455894,78.375467,17.545894,78.465467,Drinks ,motorcycle ,23.69,57.0,haze,Very High,21.71,57.6
5272,D484,KOLRES16DEL03,32.0,4.4,22.539129,88.365507,22.599129,88.425507,Meal ,motorcycle ,27.99,65.0,haze,Moderate,12.94,25.98333333
5273,3D1F,PUNERES010DEL01,20.0,4.9,18.539299,73.897902,18.579299,73.937902,Drinks ,motorcycle ,22.96,48.0,clear sky,Moderate,12.05,35.46666667
5274,C199,DEHRES01DEL01,26.0,5.0,16.89756628544272,70.17459636928464,0.04,0.04,Meal ,scooter ,26.29,82.0,light rain,High,13.4,33.36666667
5275,AED 0.00,JAPRES15DEL03,26.0,4.9,26.891191,75.802083,26.981191,75.892083,Drinks ,motorcycle ,23.97,46.0,haze,High,17.59,44.23333333
5276,1F8B,PUNERES06DEL02,21.0,4.6,18.546258,73.904337,18.596258,73.954337,Drinks ,motorcycle ,23.03,48.0,clear sky,Moderate,14.37,39.78333333
5277,BD9,MYSRES04DEL03,29.0,4.6,12.3085,76.665808,12.3385,76.695808,Buffet ,scooter ,20.61,67.0,clear sky,Low,6.08,19.05
5278,B9C5,RANCHIRES02DEL01,31.0,4.8,16.89756628544272,70.17459636928464,0.07,0.07,Buffet ,scooter ,26.35,82.0,light rain,High,13.4,33.36666667
5279,88CD,BANGRES20DEL01,26.0,4.9,12.972161,77.596014,13.082161,77.706014,Snack ,motorcycle ,21.94,74.0,haze,Very High,22.47,59.85
5280,4EFD,MUMRES08DEL03,23.0,4.7,19.065838,72.832658,19.125838,72.892658,Buffet ,electric_scooter ,28.87,54.0,smoke,High,15.35,42.98333333
5281,5318,INDORES06DEL03,26.0,4.9,22.728163,75.884212,22.758163,75.914212,Drinks ,scooter ,23.08,60.0,haze,Low,6.17,29.41666667
5282,695,MUMRES19DEL02,29.0,4.6,19.131141,72.813074,19.181141,72.863074,Meal ,bicycle ,28.81,54.0,smoke,High,14.37,42.11666667
5283,14FF,MYSRES14DEL03,22.0,4.8,16.89756628544272,70.17459636928464,0.06,0.06,Meal ,motorcycle ,26.33,82.0,light rain,High,13.4,33.36666667
5284,CA29,KOCRES07DEL01,24.0,4.3,9.985697,76.281128,9.995697,76.291128,Buffet ,motorcycle ,27.0,79.0,clear sky,Very Low,2.55,10.7
5285,7FD0,MYSRES02DEL03,39.0,4.8,12.304569,76.643622,12.394569,76.733622,Snack ,motorcycle ,20.7,67.0,clear sky,High,22.37,45.61666667
5286,8375,INDORES20DEL01,21.0,4.9,22.732225,75.874765,22.742225,75.884765,Snack ,scooter ,23.1,60.0,haze,Very Low,2.11,12.65
5287,138A,COIMBRES07DEL03,29.0,4.6,10.96185,76.971082,11.02185,77.031082,Snack ,motorcycle ,25.99,65.0,haze,High,14.95,42.53333333
5288,B345,VADRES02DEL03,33.0,4.6,16.89756628544272,70.17459636928464,0.09,0.09,Snack ,electric_scooter ,26.4,81.0,light rain,High,13.4,33.36666667
5289,3431,VADRES11DEL02,35.0,4.8,22.308096,73.167753,22.358096,73.217753,Buffet ,motorcycle ,26.01,57.0,haze,Moderate,12.86,26.41666667
5290,C554,KNPRES12DEL03,26.0,4.6,26.492106,80.327797,26.582106,80.417797,Snack ,motorcycle ,25.62,42.0,clear sky,Very High,20.31,52.11666667
5291,33AD,BANGRES15DEL02,20.0,4.6,12.975377,77.696664,13.105377,77.826664,Snack ,scooter ,21.56,73.0,haze,High,26.95,50.28333333
5292,8B49,MUMRES02DEL02,24.0,4.8,19.221315,72.862381,19.241315,72.882381,Snack ,scooter ,28.29,54.0,smoke,Low,4.36,23.45
5293,E23A,KOCRES05DEL02,39.0,4.0,9.970717,76.285447,10.020717,76.335447,Drinks ,scooter ,26.9,89.0,mist,Moderate,10.44,34.8
5294,4FF6,JAPRES09DEL02,32.0,4.6,26.911378,75.789034,26.991378,75.869034,Drinks ,scooter ,23.9,46.0,haze,High,16.87,42.58333333
5295,B55F,COIMBRES15DEL01,33.0,4.8,11.006686,76.951736,11.116686,77.061736,Drinks ,scooter ,26.12,65.0,haze,High,20.35,52.28333333
5296,3200,CHENRES11DEL01,39.0,4.6,13.064181,80.236442,13.104181,80.276442,Meal ,motorcycle ,28.4,82.0,mist,Moderate,8.86,29.16666667
5297,6480,HYDRES04DEL01,37.0,4.1,17.411028,78.329645,17.421028,78.339645,Meal ,motorcycle ,23.77,57.0,haze,Very Low,1.83,7.6
5298,2915,CHENRES17DEL02,20.0,4.7,13.045479,80.23311,13.125479,80.31311,Drinks ,motorcycle ,28.45,82.0,overcast clouds,Very High,22.64,68.93333333
5299,1FC8,SURRES010DEL02,21.0,4.5,21.17106,72.789292,21.25106,72.869292,Snack ,motorcycle ,24.94,43.0,clear sky,High,14.52,35.56666667
5300,8173,RANCHIRES03DEL02,39.0,4.3,16.89756628544272,70.17459636928464,0.02,0.02,Buffet ,motorcycle ,26.25,83.0,light rain,High,13.4,33.36666667
5301,D75E,GOARES010DEL01,22.0,4.9,15.546594,73.760431,15.656594,73.870431,Meal ,motorcycle ,28.42,67.0,scattered clouds,High,21.05,40.13333333
5302,8B87,HYDRES08DEL02,37.0,4.5,17.438263,78.397865,17.518263,78.477865,Snack ,motorcycle ,23.77,57.0,haze,High,20.2,46.28333333
5303,1C50,MUMRES13DEL01,30.0,4.6,19.178321,72.834715,19.288321,72.944715,Snack ,motorcycle ,29.04,51.0,clear sky,Very High,23.41,56.78333333
5304,D000,KNPRES06DEL01,32.0,4.6,16.89756628544272,70.17459636928464,0.01,0.01,Drinks ,electric_scooter ,26.22,83.0,light rain,High,13.4,33.36666667
5305,5CDD,BANGRES12DEL02,34.0,4.7,12.939496,77.625999,13.019496,77.705999,Drinks ,scooter ,22.77,74.0,haze,High,18.45,46.13333333
5306,1.00E+40,MYSRES02DEL01,39.0,4.4,12.304569,76.643622,12.414569,76.753622,Buffet ,motorcycle ,20.58,68.0,clear sky,High,25.83,40.05
5307,2292,BANGRES17DEL03,31.0,4.9,12.972532,77.608179,13.002532,77.638179,Snack ,motorcycle ,22.86,74.0,haze,Low,6.04,25.75
5308,4D2F,JAPRES19DEL02,30.0,4.6,26.913726,75.75282,26.993726,75.83282,Drinks ,motorcycle ,22.37,46.0,haze,Very High,20.79,60.28333333
5309,BC70,MYSRES20DEL01,33.0,4.7,12.337978,76.616792,12.407978,76.686792,Meal ,motorcycle ,20.8,67.0,clear sky,Low,14.29,18.96666667
5310,16AA,VADRES06DEL02,29.0,4.6,22.31279,73.170283,22.36279,73.220283,Snack ,scooter ,26.01,57.0,haze,Low,9.79,25.06666667
5311,11A5,MYSRES12DEL01,35.0,3.7,12.284747,76.625861,12.354747,76.695861,Buffet ,scooter ,20.61,67.0,clear sky,High,16.95,41.15
5312,89FA,MUMRES19DEL01,21.0,4.8,19.131141,72.813074,19.201141,72.883074,Drinks ,electric_scooter ,28.52,54.0,smoke,Very High,19.04,65.9
5313,A9F9,SURRES07DEL01,36.0,4.8,21.170798,72.790489,21.180798,72.800489,Meal ,electric_scooter ,24.94,73.0,mist,Very Low,1.6,8.266666667
5314,C549,KNPRES12DEL03,24.0,4.5,26.492106,80.327797,26.552106,80.387797,Snack ,electric_scooter ,25.62,42.0,clear sky,High,13.77,38.3
5315,6A16,PUNERES17DEL02,30.0,3.7,18.530963,73.828972,18.610963,73.908972,Meal ,scooter ,22.71,48.0,clear sky,High,16.78,41.61666667
5316,7205,MUMRES15DEL01,26.0,4.1,19.176269,72.836721,19.216269,72.876721,Meal ,motorcycle ,28.9,54.0,smoke,Moderate,7.96,30.65
5317,DDF9,LUDHRES010DEL02,38.0,4.1,30.89286,75.822199,30.97286,75.902199,Snack ,motorcycle ,23.77,38.0,clear sky,High,16.7,40.66666667
5318,65B4,JAPRES18DEL03,34.0,4.9,26.913987,75.752891,26.943987,75.782891,Buffet ,motorcycle ,23.61,46.0,haze,Low,8.25,21.08333333
5319,2B98,MUMRES20DEL01,21.0,2.8,19.103249,72.846749,19.173249,72.916749,Meal ,electric_scooter ,28.56,54.0,smoke,Very High,17.65,54.48333333
5320,A13C,MUMRES15DEL02,20.0,4.8,19.176269,72.836721,19.226269,72.886721,Meal ,motorcycle ,28.71,54.0,smoke,Moderate,9.79,35.75
5321,D21,BANGRES010DEL01,38.0,4.6,12.933298,77.614293,12.973298,77.654293,Buffet ,electric_scooter ,23.21,73.0,haze,Moderate,8.96,29.5
5322,5180,VADRES05DEL01,20.0,4.9,22.310526,73.170937,22.420526,73.280937,Drinks ,motorcycle ,25.92,57.0,haze,High,21.29,51.48333333
5323,AC45,MUMRES06DEL03,24.0,4.8,19.055831,72.833984,19.145831,72.923984,Snack ,electric_scooter ,28.75,54.0,smoke,Very High,23.19,57.38333333
5324,26A7,CHENRES03DEL02,39.0,5.0,13.091809,80.219104,13.141809,80.269104,Meal ,scooter ,28.4,82.0,overcast clouds,High,22.03,48.38333333
